epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
79,263.74,0.96502,0.48611,0.80871,0.99837,1,0.995,0.77311,0.78606,0.32555,0.89132,0.00134519,0.00134519,0.00134519
80,266.626,0.97234,0.48908,0.79728,1,0.99489,0.995,0.77536,0.81717,0.35974,0.88924,0.00134106,0.00134106,0.00134106
81,269.637,0.93566,0.48737,0.81058,0.99872,1,0.995,0.73674,0.87705,0.39136,0.89097,0.00133693,0.00133693,0.00133693
82,272.444,0.97833,0.49656,0.80904,0.99721,1,0.995,0.7535,0.99067,0.39724,0.89737,0.00133281,0.00133281,0.00133281
83,275.362,0.95433,0.48771,0.80942,1,0.99882,0.995,0.77169,0.79229,0.39317,0.89141,0.00132868,0.00132868,0.00132868
84,278.278,0.96633,0.4987,0.80359,0.99785,1,0.995,0.75446,1.06325,0.45779,0.89755,0.00132456,0.00132456,0.00132456
85,281.159,0.93724,0.48472,0.79446,1,0.9978,0.995,0.75247,1.04819,0.40918,0.90348,0.00132043,0.00132043,0.00132043
86,284.118,1.01965,0.49716,0.81226,0.99976,1,0.995,0.76214,0.90005,0.37455,0.89631,0.0013163,0.0013163,0.0013163
87,286.983,0.94422,0.50532,0.79906,0.99916,1,0.995,0.71667,0.94093,0.37646,0.89614,0.00131218,0.00131218,0.00131218
88,290.12,0.95014,0.49894,0.81043,0.9985,1,0.995,0.75066,1.14285,0.38991,0.90593,0.00130805,0.00130805,0.00130805
89,292.92,0.90061,0.47407,0.80716,0.99847,1,0.995,0.76041,0.94796,0.37867,0.90051,0.00130393,0.00130393,0.00130393
90,295.728,0.96406,0.47083,0.82199,0.99807,1,0.995,0.77897,0.77084,0.35579,0.8899,0.0012998,0.0012998,0.0012998
91,298.649,0.96894,0.47548,0.81375,0.9969,1,0.995,0.7509,1.11124,0.41759,0.89542,0.00129568,0.00129568,0.00129568
92,301.428,0.90595,0.4621,0.81685,0.99526,1,0.995,0.76265,0.96981,0.41685,0.89511,0.00129155,0.00129155,0.00129155
93,304.362,0.95708,0.46879,0.81465,0.9981,1,0.995,0.76131,1.00863,0.3968,0.89346,0.00128742,0.00128742,0.00128742
